EPSG:4326
gcp01	-119.879992097	34.4082988202	0
gcp02	-119.879956611	34.4083427222	0
gcp03	-119.880078485	34.4083666667	0
gcp04	-119.88008	34.4084121648	0
gcp05	-119.88016	34.4084133333	0
gcp06	-119.88014187	34.4085056852	0
gcp07	-119.880202519	34.4085033333	0
gcp08	-119.880218062	34.4085845349	0
gcp09	-119.880342319	34.4085631703	0
gcp10	-119.880325	34.4086234831	0
