+proj=utm +zone=11 +ellps=WGS84 +datum=WGS84 +units=m +no_defs	
235269.88	3811198.11	0.0	3609.3727839973153	2293.7951481487607	IMG_0037.jpg	gcp02
235269.88	3811198.11	0.0	589.687363662449	1026.4829311044266	IMG_0121.jpg	gcp02
235269.88	3811198.11	0.0	4152.324014701796	564.9134210872699	IMG_0043.jpg	gcp02
235262.54	3811203.5	0.0	3472.177100341819	1000.5577467236708	IMG_0052.jpg	gcp04
235262.54	3811203.5	0.0	3485.0056180561796	728.6266689713677	IMG_0031.jpg	gcp04
235262.54	3811203.5	0.0	3516.510903230682	2142.260790776932	IMG_0046.jpg	gcp04
235248.03	3811227.25	0.0	1082.5261788175355	761.7366024696603	IMG_0091.jpg	gcp09
235248.03	3811227.25	0.0	1116.5720892929523	283.8609269964351	IMG_0094.jpg	gcp09
235248.03	3811227.25	0.0	1093.7938925829435	2391.6633003554907	IMG_0100.jpg	gcp09
235246.25	3811220.6	0.0	3570.3125808875475	2593.332132042596	IMG_0082.jpg	gcp08
235246.25	3811220.6	0.0	3564	1929	IMG_0085.jpg	gcp08
235246.25	3811220.6	0.0	3407	995	IMG_0088.jpg	gcp08
235257.74	3811222.65	0.0	2020.5843610350164	2146.2257108284616	IMG_0073.jpg	gcp07
235257.74	3811222.65	0.0	1776.0671393358625	1040.4846882610211	IMG_0079.jpg	gcp07
235257.74	3811222.65	0.0	1640.0463944989856	688.9350706858276	IMG_0082.jpg	gcp07
235264.49	3811213.7	0.0	2127.214703988682	1908.4325828944602	IMG_0055.jpg	gcp05
235264.49	3811213.7	0.0	1521.6023973634356	1229.5612169659148	IMG_0064.jpg	gcp05
235264.49	3811213.7	0.0	1472	1110	IMG_0067.jpg	gcp05
235269.89	3811203.16	0.0	2040.3260024149579	1016.0598191336666	IMG_0046.jpg	gcp03
235269.89	3811203.16	0.0	2412.899339199988	435.76752052527786	IMG_0049.jpg	gcp03
235269.89	3811203.16	0.0	1951.462380213595	244.89086453881694	IMG_0052.jpg	gcp03
235281.01	3811195.14	0.0	730.4768180934701	1019.9400517833574	IMG_0031.jpg	gcp01
235281.01	3811195.14	0.0	1137.947008568275	222.17856006412205	IMG_0034.jpg	gcp01
235277.61	3811190.36	0.0	3484.090865093971	729.3199423440851	IMG_0031.jpg	gcp00
235258.91	3811213.6	0.0	3843.703123362232	1189.785869005358	IMG_0070.jpg	gcp06
235258.91	3811213.6	0.0	2420.0074135182995	1784.944607944908	IMG_0109.jpg	gcp06
235258.91	3811213.6	0.0	2223.7693018274576	2561.210698882691	IMG_0112.jpg	gcp06
